study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
C3651021,Oncology,Ph III,5) VisitSched,,,1
C3651021,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,1
C3651021,Oncology,Ph III,6) Proc/Test,,,11
C3651021,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,YES,1
C3651021,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C3651021,Oncology,Ph III,8) SafetyRep,,,2
C3671013,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criteria 1. Willing and able to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures.",YES,11
C3671013,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criteria 2. Healthy participants who are determined by medical history, physical examination, and clinical judgment of the investigator to be eligible for inclusion in the study",YES,24
C3671013,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criteria 4. Capable of giving signed informed consent, which includes compliance with the requirements and restrictions listed in the ICD and in this protocol.",YES,7
C3671013,Vaccines,Ph III,1) Inc/Excl,Did not meet inclusion criteria 5. Male or female participants ≥60 years of age. Males able to father children must use contraception from ICD through at least 28 days after study intervention administration. Females must not be of childbearing potential.,YES,2
C3671013,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criteria 6 (SSA, SSB & SSC). Participants who received RSVpreF in the efficacy study.",YES,3
C3671013,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criteria 7 (SSA & SSC). Participants who have an efficacy study Visit 2 serology sample, completed the Visit 5 and did not meet exclusion criteria during the efficacy study.",YES,3
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 1. Bleeding diathesis or condition associated with prolonged bleeding that would, in the opinion of the investigator, contraindicate intramuscular injection.",YES,1
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 10. Investigator site staff or Pfizer employees directly involved in the conduct of the study, site staff otherwise supervised by the investigator, and their respective family members.",YES,1
C3671013,Vaccines,Ph III,1) Inc/Excl,Met exclusion criteria 15 (SSC). Participants who completed Vaccination 1 from the efficacy study less than 32 months or greater than 40 months prior to revaccination.,YES,34
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 2. History of severe adverse reaction associated with a vaccine and/or severe allergic reaction (eg, anaphylaxis) to any component of the study intervention(s) or any related vaccine.",YES,1
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 3. Serious chronic disorder including metastatic malignancy, end-stage renal disease, clinically unstable cardiac disease, or any other disorder that, in the investigator’s opinion, excludes participation in the study.",YES,7
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 4. Immunocompromised individuals with known or suspected immunodeficiency, as determined by history and/or laboratory/physical examination.",YES,3
C3671013,Vaccines,Ph III,1) Inc/Excl,Met exclusion criteria 5. Other medical or psychiatric condition including recent or active suicidal ideation or behavior or abnormal labs that may increase risk associated with participation,YES,3
C3671013,Vaccines,Ph III,1) Inc/Excl,Met exclusion criteria 6. Participation in other studies involving study intervention within 28 days prior to consent and/or during study participation.,YES,23
C3671013,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criteria 7. Individuals who receive chronic systemic immunosuppressive therapy, including cytotoxic agents, monoclonal antibodies, systemic corticosteroids, or radiotherapy from 60 days before study intervention or throughout the study",YES,32
C3671013,Vaccines,Ph III,1) Inc/Excl,Met exclusion criteria 9. Previous vaccination with any licensed or investigational RSV vaccine or planned receipt during study participation.,YES,11
C3671013,Vaccines,Ph III,10) Other,Site staff training missing/incomplete,NO,3218
C3671013,Vaccines,Ph III,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,1
C3671013,Vaccines,Ph III,11) Informed Consent,"ICD not signed by impartial witness, when applicable",NO,30
C3671013,Vaccines,Ph III,11) Informed Consent,ICD not translated to subject's/LAR native language,NO,3
C3671013,Vaccines,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,NO,135
C3671013,Vaccines,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,NO,249
C3671013,Vaccines,Ph III,11) Informed Consent,"ICD was lost, copy available",NO,20
C3671013,Vaccines,Ph III,11) Informed Consent,"ICD was lost, no copy available",NO,6
C3671013,Vaccines,Ph III,11) Informed Consent,Other,NO,1432
C3671013,Vaccines,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1441
C3671013,Vaccines,Ph III,11) Informed Consent,Subject did not sign consent at age of majority,NO,1
C3671013,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,NO,1
C3671013,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,25
C3671013,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1116
C3671013,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,6
C3671013,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,125
C3671013,Vaccines,Ph III,11) Informed Consent,subject/LAR signed the main ICD but didn't sign the additional consent for future storage/research and/or subset participation.,NO,142
C3671013,Vaccines,Ph III,2) InvProd,Administration of investigational products performed by person not listed on the delegation log,NO,298
C3671013,Vaccines,Ph III,2) InvProd,Dosing/Administration error,YES,3
C3671013,Vaccines,Ph III,2) InvProd,IP administered by untrained personnel,NO,1267
C3671013,Vaccines,Ph III,2) InvProd,IP administered prior to authorization for use,NO,41
C3671013,Vaccines,Ph III,2) InvProd,IP administered that was deemed not suitable for use,YES,119
C3671013,Vaccines,Ph III,2) InvProd,IP documentation error,NO,228
C3671013,Vaccines,Ph III,2) InvProd,IP verification incomplete,NO,103
C3671013,Vaccines,Ph III,2) InvProd,IP was not kept at ambient temperature for approximately 15 minutes prior to preparation start,NO,17
C3671013,Vaccines,Ph III,2) InvProd,Incorrect vaccine allocation/assigned to participant,YES,23
C3671013,Vaccines,Ph III,2) InvProd,Medical Device Complaint not reported per protocol,NO,2
C3671013,Vaccines,Ph III,2) InvProd,Other IP deviation,NO,5
C3671013,Vaccines,Ph III,2) InvProd,Participant received their SSC Year 4 vaccination at the wrong visit,YES,5
C3671013,Vaccines,Ph III,2) InvProd,Participant was assigned to both the Year 3 and Year 4 vaccination at the same visit,NO,8
C3671013,Vaccines,Ph III,2) InvProd,"Subject was enrolled more than once in the study, at different sites",YES,1029
C3671013,Vaccines,Ph III,2) InvProd,Temporary delay criteria #1 met but participant still vaccinated (current febrile illness or other acute illness within 48 hours),NO,3
C3671013,Vaccines,Ph III,2) InvProd,Temporary delay criteria #2 met but participant still vaccinated (Any ARI within 14 days before study intervention administration),YES,2
C3671013,Vaccines,Ph III,2) InvProd,Temporary delay criteria #3 met but participant still vaccinated (receipt of concomitant vaccine outside specified window),NO,148
C3671013,Vaccines,Ph III,2) InvProd,Temporary delay criteria #4 met but participant still vaccinated (receipt of short term systemic corticosteroids [<14 days]),YES,2
C3671013,Vaccines,Ph III,3) CCMeds,Participant received blood/plasma products or immunoglobulins outside the specified study windows,YES,9
C3671013,Vaccines,Ph III,3) CCMeds,Participant received nonstudy RSV vaccine,YES,11
C3671013,Vaccines,Ph III,3) CCMeds,Participant received prohibited immunosuppressive therapy,YES,282
C3671013,Vaccines,Ph III,3) CCMeds,Participant received systemic corticosteroids >=20 mg/day of prednisone or equivalent) for >=14 days within the prohibited study window,YES,3
C3671013,Vaccines,Ph III,3) CCMeds,"Receipt of permitted vaccine, but not as specified per protocol",NO,278
C3671013,Vaccines,Ph III,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",YES,1
C3671013,Vaccines,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,6
C3671013,Vaccines,Ph III,4) Lab,All nasal swab samples collected out of window,YES,2667
C3671013,Vaccines,Ph III,4) Lab,All nasal swabs collected using expired kits,YES,42
C3671013,Vaccines,Ph III,4) Lab,Expired/incorrect lab supplies used,NO,471
C3671013,Vaccines,Ph III,4) Lab,Incorrect serology sample volume collected,NO,36
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample collected when not required,NO,458
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample incorrectly collected (e.g. wrong media),NO,110
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample not collected during an in person visit,NO,377
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample not labelled properly and had to be discarded,NO,2
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample not labelled properly and had to be discarded,YES,13
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample not received by the lab,NO,6
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample not received by the lab,YES,27
C3671013,Vaccines,Ph III,4) Lab,Nasal swab sample processed incorrectly,NO,14
C3671013,Vaccines,Ph III,4) Lab,No nasal swab collected at all (self and site),YES,2640
C3671013,Vaccines,Ph III,4) Lab,Other lab deviation,NO,82
C3671013,Vaccines,Ph III,4) Lab,Sample management documentation not completed appropriately,NO,422
C3671013,Vaccines,Ph III,4) Lab,Self swabs collected using expired kit and site swab collected out of window,YES,86
C3671013,Vaccines,Ph III,4) Lab,Self-swab not stored frozen within required window,NO,363
C3671013,Vaccines,Ph III,4) Lab,Serology sample collected at a visit where it was not required,NO,13
C3671013,Vaccines,Ph III,4) Lab,Serology sample collected but participant is not in the immunogenicity subset,NO,548
C3671013,Vaccines,Ph III,4) Lab,Serology sample not collected for immunogenicity subset,YES,12
C3671013,Vaccines,Ph III,4) Lab,Serology sample not collected for substudy visit,YES,97
C3671013,Vaccines,Ph III,4) Lab,Serology sample processed incorrectly,NO,118
C3671013,Vaccines,Ph III,4) Lab,Serum sample not received by the lab,NO,41
C3671013,Vaccines,Ph III,4) Lab,Visit 2 serology sample not collected for non-immunogenicity subset,NO,157
C3671013,Vaccines,Ph III,5) VisitSched,PI deferred the decision for an onsite illness visit to the participant rather than determining based on clinical judgement per protocol,NO,2103
C3671013,Vaccines,Ph III,5) VisitSched,"Participant experienced ARI symptoms but unplanned respiratory illness visit not performed, where applicable",YES,552
C3671013,Vaccines,Ph III,5) VisitSched,Unplanned respiratory illness visit performed when not required per protocol,NO,374
C3671013,Vaccines,Ph III,5) VisitSched,"Unscheduled reactogenicity visit not done, where applicable",NO,2
C3671013,Vaccines,Ph III,5) VisitSched,Visit not done,NO,114
C3671013,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window,NO,10307
C3671013,Vaccines,Ph III,5) VisitSched,Visit was not performed by telephone when required per protocol,NO,79
C3671013,Vaccines,Ph III,5) VisitSched,Visit was not performed in clinic when required per protocol,NO,150
C3671013,Vaccines,Ph III,5) VisitSched,Visit was performed after the participant had been discontinued from the study,NO,7
C3671013,Vaccines,Ph III,6) Proc/Test,No follow up made to a participant not completing the e-diary,NO,646
C3671013,Vaccines,Ph III,6) Proc/Test,Other Proc/Test deviation,NO,8
C3671013,Vaccines,Ph III,6) Proc/Test,"Participant was not dispensed a provisioned device, or did not download the app to their own device",NO,5
C3671013,Vaccines,Ph III,6) Proc/Test,Participant‘s temperature not measured prior to vaccination,NO,83
C3671013,Vaccines,Ph III,6) Proc/Test,Procedure not recorded in source documentation as having been performed,NO,456
C3671013,Vaccines,Ph III,6) Proc/Test,Procedure/Test not done,NO,325
C3671013,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1774
C3671013,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed by site personnel not listed on delegation log,NO,353
C3671013,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,82
C3671013,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7 day post vaccination period,YES,371
C3671013,Vaccines,Ph III,6) Proc/Test,Vaccination e-diary entered but participant is not in the reactogenicity subset,NO,71
C3671013,Vaccines,Ph III,6) Proc/Test,Visit 1 procedures not performed per protocol specified sequence with respect to randomization,NO,145
C3671013,Vaccines,Ph III,7) Random,Participant randomized into incorrect age stratum in Impala,NO,135
C3671013,Vaccines,Ph III,7) Random,Randomization done out of sequence,NO,4
C3671013,Vaccines,Ph III,7) Random,Randomized using a different SSID #,YES,4
C3671013,Vaccines,Ph III,8) SafetyRep,AE/SAE/NDCMC not recorded in clinical database,NO,4
C3671013,Vaccines,Ph III,8) SafetyRep,Other AE/SAE deviation,NO,1
C3671013,Vaccines,Ph III,8) SafetyRep,Participant not observed for 30 minutes following vaccination,NO,69
C3671013,Vaccines,Ph III,8) SafetyRep,SAE not reported to Ethics Committee / IRB per local regulations,NO,26
C3671013,Vaccines,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,317
C3671013,Vaccines,Ph III,9) DiscCrit,Subject was discontinued but did not meet discontinuation criteria,NO,4
C3671058,Vaccines,Ph III,1) Inc/Excl,Did not meet inclusion criterion 1 (Male and female participants ≥50 years of age at the time of consent),YES,1
C3671058,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criterion 4 (Determined by medical history, physical examination, and clinical judgement of PI to be eligible for study.",YES,1
C3671058,Vaccines,Ph III,1) Inc/Excl,Met exclusion criterion 10 (Previous vaccination with any licensed recombinant adjuvant zoster vaccine (Shingrix) any time before enrollment or planned receipt of a nonstudy VZV vaccine during study participation),YES,1
C3671058,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criterion 13 (Receipt of any blood/plasma products or immunoglobulin, from 60 days before study intervention administration, or planned receipt throughout the study)",YES,1
C3671058,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criterion 14 (Receipt of chronic systemic treatment with immunosuppressive therapy,incl cytotoxic agents, monoclonal antibodies, systemic corticosteroids, or radiotherapy, from 60 days before study intervention through study)",YES,3
C3671058,Vaccines,Ph III,1) Inc/Excl,Met exclusion criterion 9 (Previous vaccination with any licensed or investigational RSV vaccine any time before enrollment or planned receipt of a nonstudy RSV vaccine during study participation),YES,1
C3671058,Vaccines,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1
C3671058,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,NO,2
C3671058,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1
C3671058,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,11
C3671058,Vaccines,Ph III,2) InvProd,IP verification incomplete,NO,1
C3671058,Vaccines,Ph III,2) InvProd,Incorrect vaccine allocation/assigned to participant,NO,1
C3671058,Vaccines,Ph III,3) CCMeds,"Receipt of nonstudy, nonlive vaccines within 14 days after study intervention administration",YES,1
C3671058,Vaccines,Ph III,4) Lab,Expired/incorrect lab supplies used,NO,7
C3671058,Vaccines,Ph III,4) Lab,Incorrect sample volume collected,NO,7
C3671058,Vaccines,Ph III,4) Lab,Sample collected after vaccination at vaccination visit,NO,1
C3671058,Vaccines,Ph III,4) Lab,Sample collected at a visit where it was not required,NO,27
C3671058,Vaccines,Ph III,4) Lab,Sample not collected,NO,3
C3671058,Vaccines,Ph III,4) Lab,Sample not processed in accordance with lab manual instructions,YES,63
C3671058,Vaccines,Ph III,5) VisitSched,Visit not done,NO,1
C3671058,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window,NO,104
C3671058,Vaccines,Ph III,6) Proc/Test,Assessment of acute reaction for protocol specified timeframe after study intervention administration not performed at the vaccination visits,NO,2
C3671058,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C3671058,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,3
C3671058,Vaccines,Ph III,6) Proc/Test,Procedure/test performed by a site staff member not listed on the delegation log,NO,71
C3671058,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7-day post vaccination period,NO,34
C3671058,Vaccines,Ph III,7) Random,Participant randomized into incorrect age group/stratum,NO,1
C3671059,Vaccines,Ph III,1) Inc/Excl,Did not meet inclusion criterion 1 (Male and female participants ≥50 years of age at the time of consent),YES,1
C3671059,Vaccines,Ph III,1) Inc/Excl,"Did not meet inclusion criterion 4 (Determined by medical history, physical examination, and clinical judgement of PI to be eligible for study.",YES,1
C3671059,Vaccines,Ph III,1) Inc/Excl,Met exclusion criterion 10 (Previous vaccination with any licensed recombinant adjuvant zoster vaccine (Shingrix) any time before enrollment or planned receipt of a nonstudy VZV vaccine during study participation),YES,1
C3671059,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criterion 13 (Receipt of any blood/plasma products or immunoglobulin, from 60 days before study intervention administration, or planned receipt throughout the study)",YES,1
C3671059,Vaccines,Ph III,1) Inc/Excl,"Met exclusion criterion 14 (Receipt of chronic systemic treatment with immunosuppressive therapy,incl cytotoxic agents, monoclonal antibodies, systemic corticosteroids, or radiotherapy, from 60 days before study intervention through study)",YES,3
C3671059,Vaccines,Ph III,1) Inc/Excl,Met exclusion criterion 9 (Previous vaccination with any licensed or investigational RSV vaccine any time before enrollment or planned receipt of a nonstudy RSV vaccine during study participation),YES,1
C3671059,Vaccines,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1
C3671059,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,NO,2
C3671059,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1
C3671059,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,11
C3671059,Vaccines,Ph III,2) InvProd,IP verification incomplete,NO,1
C3671059,Vaccines,Ph III,2) InvProd,Incorrect vaccine allocation/assigned to participant,NO,1
C3671059,Vaccines,Ph III,3) CCMeds,"Receipt of nonstudy, nonlive vaccines within 14 days after study intervention administration",YES,1
C3671059,Vaccines,Ph III,4) Lab,Expired/incorrect lab supplies used,NO,7
C3671059,Vaccines,Ph III,4) Lab,Incorrect sample volume collected,NO,7
C3671059,Vaccines,Ph III,4) Lab,Sample collected after vaccination at vaccination visit,NO,1
C3671059,Vaccines,Ph III,4) Lab,Sample collected at a visit where it was not required,NO,27
C3671059,Vaccines,Ph III,4) Lab,Sample not collected,NO,3
C3671059,Vaccines,Ph III,4) Lab,Sample not processed in accordance with lab manual instructions,YES,63
C3671059,Vaccines,Ph III,5) VisitSched,Visit not done,NO,1
C3671059,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window,NO,104
C3671059,Vaccines,Ph III,6) Proc/Test,Assessment of acute reaction for protocol specified timeframe after study intervention administration not performed at the vaccination visits,NO,2
C3671059,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C3671059,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,3
C3671059,Vaccines,Ph III,6) Proc/Test,Procedure/test performed by a site staff member not listed on the delegation log,NO,71
C3671059,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7-day post vaccination period,NO,34
C3671059,Vaccines,Ph III,7) Random,Participant randomized into incorrect age group/stratum,NO,1
C4221015,Oncology,Ph III,1) Inc/Excl,"Participant did not meet inclusion criteria 10: Adequate tumor tissue for submission to a central laboratory for confirmation of BRAF V600E, as defined by the protocol.",YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet inclusion criteria 11: Participants who have received <= 1 (SLI) or no (Phase 3 and Cohort 3) prior systemic regimen(s) for metastatic disease,YES,5
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet inclusion criteria 14: Adequate bone marrow function characterized by the following at screening: a. ANC >= 1.5 × 10^9/L; b. Platelets >= 100 × 10^9/L; c. Hemoglobin >= 9.0 g/dL (with or without blood transfusions).,YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet inclusion criteria 15: Adequate hepatic and renal function,YES,9
C4221015,Oncology,Ph III,1) Inc/Excl,"Participant did not meet inclusion criteria 9: Presence of a BRAF V600E mutation in tumor tissue or blood (eg, ctDNA genetic testing)",YES,3
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet molecular prescreen inclusion criteria 1: SLI: Male or female participants age >=18 years at the time of informed consent. Ph 3 and Cohort 3: Male or female participants age >= 16 years at the time of informed consent/assent,YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet molecular prescreening inclusion criteria 2: Body weight >= 40 kg,YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant did not meet molecular prescreening inclusion criteria 5: Able to provide a sufficient amount of representative tumor specimen for central testing of BRAF V600E mutation status and tumor tissue assessment,YES,6
C4221015,Oncology,Ph III,1) Inc/Excl,Participant met exclusion criteria 11: Clinically significant cardiovascular diseases,YES,4
C4221015,Oncology,Ph III,1) Inc/Excl,Participant met exclusion criteria 21: Major surgery or completion of radiation therapy <= 4 weeks prior to enrollment /randomization or radiation therapy that included >30% of the bone marrow,YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant met molecular prescreening exclusion criteria 2: Presence of acute or chronic pancreatitis,YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,"Participant met molecular prescreening exclusion criteria 5: Known DPD deficiency; refer to local fluorouracil or capecitabine label or local clinical guidance, for DPD status recommendation prior to starting treatment",YES,1
C4221015,Oncology,Ph III,1) Inc/Excl,Participant met molecular prescreening exclusion criteria 8: Colorectal adenocarcinoma that is RAS mutant or for which RAS mutation status is unknown.,YES,2
C4221015,Oncology,Ph III,1) Inc/Excl,Participant met molecular prescreening exclusion criteria 9: Locally confirmed dMMR or MSI-H colorectal carcinoma or unknown MSI/MMR status.,YES,9
C4221015,Oncology,Ph III,10) Other,Other deviation,NO,37
C4221015,Oncology,Ph III,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,1
C4221015,Oncology,Ph III,11) Informed Consent,"ICD not signed by impartial witness, when applicable",YES,1
C4221015,Oncology,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,YES,2
C4221015,Oncology,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,YES,27
C4221015,Oncology,Ph III,11) Informed Consent,"ICD was lost, copy available",NO,3
C4221015,Oncology,Ph III,11) Informed Consent,"ICD was lost, no copy available",YES,4
C4221015,Oncology,Ph III,11) Informed Consent,Other,NO,357
C4221015,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,124
C4221015,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,18
C4221015,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,17
C4221015,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,44
C4221015,Oncology,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,1
C4221015,Oncology,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,3
C4221015,Oncology,Ph III,2) InvProd,,,2
C4221015,Oncology,Ph III,2) InvProd,Commercial IP utilised for dosing,NO,139
C4221015,Oncology,Ph III,2) InvProd,Dispensing error,NO,42
C4221015,Oncology,Ph III,2) InvProd,Dosing/Administration error,NO,857
C4221015,Oncology,Ph III,2) InvProd,IP accountability not done,NO,19
C4221015,Oncology,Ph III,2) InvProd,IP dispensed outside of IRT system,YES,161
C4221015,Oncology,Ph III,2) InvProd,IP not returned,NO,45
C4221015,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,5
C4221015,Oncology,Ph III,2) InvProd,Storage error,NO,4
C4221015,Oncology,Ph III,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",YES,4
C4221015,Oncology,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,46
C4221015,Oncology,Ph III,4) Lab,,,1918
C4221015,Oncology,Ph III,4) Lab,Lab for pregnancy testing not done or done out of visit window,NO,36
C4221015,Oncology,Ph III,4) Lab,Lab not done,NO,675
C4221015,Oncology,Ph III,4) Lab,Lab not performed within pre-specified conditions,NO,692
C4221015,Oncology,Ph III,4) Lab,Lab performed out of window,NO,101
C4221015,Oncology,Ph III,4) Lab,Lab samples taken when not required per protocol,NO,341
C4221015,Oncology,Ph III,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,35
C4221015,Oncology,Ph III,4) Lab,PK/PD samples not done,NO,76
C4221015,Oncology,Ph III,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,335
C4221015,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,1
C4221015,Oncology,Ph III,4) Lab,Specimen could not be analyzed,NO,912
C4221015,Oncology,Ph III,5) VisitSched,,,4
C4221015,Oncology,Ph III,5) VisitSched,Pending Site Monitor Action VisitSched,NO,3
C4221015,Oncology,Ph III,5) VisitSched,Visit not done,NO,307
C4221015,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,1391
C4221015,Oncology,Ph III,6) Proc/Test,,,4
C4221015,Oncology,Ph III,6) Proc/Test,Abnormal procedure/test result not followed up per protocol,NO,1
C4221015,Oncology,Ph III,6) Proc/Test,Central expedited review for confirmation of disease progression not requested,YES,21
C4221015,Oncology,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,3
C4221015,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,1392
C4221015,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1092
C4221015,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,326
C4221015,Oncology,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,69
C4221015,Oncology,Ph III,6) Proc/Test,Tumor assessment scan conducted out of window,NO,384
C4221015,Oncology,Ph III,6) Proc/Test,Tumor assessment scan not conducted by site,YES,223
C4221015,Oncology,Ph III,7) Random,Incorrect stratification,YES,6
C4221015,Oncology,Ph III,7) Random,Randomization done out of sequence,NO,12
C4221015,Oncology,Ph III,7) Random,Randomized out of protocol defined window,NO,15
C4221015,Oncology,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,91
C4221015,Oncology,Ph III,9) DiscCrit,Participant developed withdrawal criteria during the study but was not withdrawn,YES,4
C4221016,Oncology,Ph III,1) Inc/Excl,Subject did not have adequate hepatic and/or renal function,YES,2
C4221016,Oncology,Ph III,1) Inc/Excl,Subject did not have documented evidence of a BRAF mutation per protocol,YES,17
C4221016,Oncology,Ph III,1) Inc/Excl,Subject did not submit tumor tissue to the central laboratory(ies) during the screening period,YES,35
C4221016,Oncology,Ph III,1) Inc/Excl,"Subject had or has prior or current symptomatic brain metastasis, leptomeningeal disease or other active CNS metastases",YES,2
C4221016,Oncology,Ph III,1) Inc/Excl,Subject has clinically significant cardiovascular diseases as outlined in the protocol,YES,3
C4221016,Oncology,Ph III,1) Inc/Excl,Subject has concurrent or previous other malignancy within 2 years of study entry,YES,1
C4221016,Oncology,Ph III,1) Inc/Excl,Subject received prior first-line systemic therapy for metastatic or unresectable locally advanced melanoma,YES,1
C4221016,Oncology,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,YES,6
C4221016,Oncology,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,YES,3
C4221016,Oncology,Ph III,11) Informed Consent,"ICD was lost, copy available",NO,6
C4221016,Oncology,Ph III,11) Informed Consent,"ICD was lost, no copy available",YES,1
C4221016,Oncology,Ph III,11) Informed Consent,Other,NO,82
C4221016,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,109
C4221016,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,17
