study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
C4221016,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,6
C4221016,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,15
C4221016,Oncology,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,4
C4221016,Oncology,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,4
C4221016,Oncology,Ph III,2) InvProd,Blind compromised,YES,4
C4221016,Oncology,Ph III,2) InvProd,Dispensing error,NO,15
C4221016,Oncology,Ph III,2) InvProd,Dosing/Administration error,NO,432
C4221016,Oncology,Ph III,2) InvProd,IP accountability not done,NO,31
C4221016,Oncology,Ph III,2) InvProd,IP not returned,NO,20
C4221016,Oncology,Ph III,2) InvProd,Medication error (eg. Wrong study IP administered),YES,10
C4221016,Oncology,Ph III,2) InvProd,Overdose of Binimetinib/Placebo,YES,4
C4221016,Oncology,Ph III,2) InvProd,Overdose of Encorafenib/Placebo,YES,17
C4221016,Oncology,Ph III,2) InvProd,Storage error,NO,2
C4221016,Oncology,Ph III,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",YES,2
C4221016,Oncology,Ph III,4) Lab,Lab for pregnancy testing not done or done out of visit window,NO,7
C4221016,Oncology,Ph III,4) Lab,Lab not done,NO,527
C4221016,Oncology,Ph III,4) Lab,Lab not performed within pre-specified conditions,NO,51
C4221016,Oncology,Ph III,4) Lab,Lab performed out of window,NO,19
C4221016,Oncology,Ph III,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,4
C4221016,Oncology,Ph III,4) Lab,PK/PD samples not done,NO,29
C4221016,Oncology,Ph III,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,291
C4221016,Oncology,Ph III,4) Lab,Specimen could not be analyzed,NO,70
C4221016,Oncology,Ph III,5) VisitSched,Visit not done,NO,63
C4221016,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,219
C4221016,Oncology,Ph III,6) Proc/Test,Missing or Incomplete Scans and Photographs (if applicable) at a scheduled tumor assessment timepoint impacting primary analysis of the primary and/or secondary endpoints,YES,16
C4221016,Oncology,Ph III,6) Proc/Test,Missing or Incomplete Scans and Photographs (if applicable) at a scheduled tumor assessment timepoint not impacting primary analysis of the primary and/or secondary endpoints,NO,116
C4221016,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,417
C4221016,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,501
C4221016,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,324
C4221016,Oncology,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,14
C4221016,Oncology,Ph III,7) Random,Randomized under incorrect stratification,YES,30
C4221016,Oncology,Ph III,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,40
C4221016,Oncology,Ph III,9) DiscCrit,Participant developed withdrawal criteria during the study but was not withdrawn,YES,1
C4221022,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criterion 10: adequate bone marrow function,YES,1
C4221022,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criterion 5: histologically or cytologically confirmed metastatic Stage IV colorectal adenocarcinoma.,YES,30
C4221022,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criterion 8: have not received prior systemic regimens for metastatic disease.,YES,1
C4221022,Oncology,Ph II,1) Inc/Excl,Subject met exclusion criteria 1,YES,2
C4221022,Oncology,Ph II,1) Inc/Excl,Subject met exclusion criterion 10: clinically significant cardiovascular diseases,YES,1
C4221022,Oncology,Ph II,10) Other,Other--,NO,16
C4221022,Oncology,Ph II,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,2
C4221022,Oncology,Ph II,11) Informed Consent,"ICD not signed by impartial witness, when applicable",YES,1
C4221022,Oncology,Ph II,11) Informed Consent,ICD signed by unauthorized site personnel,YES,2
C4221022,Oncology,Ph II,11) Informed Consent,Other,NO,20
C4221022,Oncology,Ph II,11) Informed Consent,Pending Site Monitor Action Informed Consent,NO,1
C4221022,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,34
C4221022,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,1
C4221022,Oncology,Ph II,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,4
C4221022,Oncology,Ph II,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,1
C4221022,Oncology,Ph II,2) InvProd,Administration sequence is not per protocol,NO,27
C4221022,Oncology,Ph II,2) InvProd,Cetuximab infusion administered less than 30 mins after the end of the Pembrolizumab infusion,NO,59
C4221022,Oncology,Ph II,2) InvProd,Cetuximab infusion administered more than 60 mins after the end of the Pembrolizumab infusion,NO,12
C4221022,Oncology,Ph II,2) InvProd,Dispensing error,NO,2
C4221022,Oncology,Ph II,2) InvProd,Dosing/Administration error,NO,80
C4221022,Oncology,Ph II,2) InvProd,IP not returned,NO,2
C4221022,Oncology,Ph II,2) InvProd,Pending Site Monitor Action InvProd,NO,1
C4221022,Oncology,Ph II,2) InvProd,Subject non-compliance,NO,8
C4221022,Oncology,Ph II,4) Lab,,,1
C4221022,Oncology,Ph II,4) Lab,Lab not done,NO,70
C4221022,Oncology,Ph II,4) Lab,Lab not performed within pre-specified conditions,NO,32
C4221022,Oncology,Ph II,4) Lab,Lab sample taken in error,NO,202
C4221022,Oncology,Ph II,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,2
C4221022,Oncology,Ph II,4) Lab,Pending Site Monitor Action Lab,NO,1
C4221022,Oncology,Ph II,4) Lab,Specimen could not be analyzed,NO,192
C4221022,Oncology,Ph II,5) VisitSched,Pending Site Monitor Action VisitSched,NO,1
C4221022,Oncology,Ph II,5) VisitSched,Visit not done,NO,8
C4221022,Oncology,Ph II,5) VisitSched,Visit not performed per protocol,NO,49
C4221022,Oncology,Ph II,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,5
C4221022,Oncology,Ph II,6) Proc/Test,Procedure/Test not done,NO,100
C4221022,Oncology,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,78
C4221022,Oncology,Ph II,6) Proc/Test,Procedure/Test performed out of window,NO,58
C4221022,Oncology,Ph II,6) Proc/Test,Radiographic scan not done,YES,61
C4221022,Oncology,Ph II,7) Random,Incorrect stratification,YES,2
C4221022,Oncology,Ph II,7) Random,Randomized out of protocol defined window,NO,1
C4221022,Oncology,Ph II,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,27
C4221026,Oncology,Unknown,10) Other,Pending Site Monitor Action Other,NO,1
C4221026,Oncology,Unknown,11) Informed Consent,ICD not translated to subject's/LAR native language,YES,2
C4221026,Oncology,Unknown,11) Informed Consent,Other,NO,3
C4221026,Oncology,Unknown,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1
C4221026,Oncology,Unknown,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,2
C4221026,Oncology,Unknown,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,1
C4221026,Oncology,Unknown,2) InvProd,Dispensing error,NO,6
C4221026,Oncology,Unknown,2) InvProd,Dosing/Administration error,NO,79
C4221026,Oncology,Unknown,2) InvProd,IP accountability not done,NO,2
C4221026,Oncology,Unknown,2) InvProd,IP not returned,NO,5
C4221026,Oncology,Unknown,2) InvProd,"Overdose (ie, >prescribed dose within a 24-hour time period)",YES,9
C4221026,Oncology,Unknown,2) InvProd,Pending Site Monitor Action InvProd,NO,1
C4221026,Oncology,Unknown,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,1
C4221026,Oncology,Unknown,5) VisitSched,Visit not performed per protocol,NO,13
C4221026,Oncology,Unknown,8) SafetyRep,SAE/EIU not reported to Sponsor within specified timeframe,YES,4
C4591048,Vaccines,Ph III,1) Inc/Excl,SSA Phase 2/3- Participant did not meet inclusion criteria 1: Male or female participants ≥6 months to <5 years of age at the time of randomization/enrollment.,YES,1
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSA, SSB, SSC, SSD, SSE-Participant did not meet inc criteria 2- Participants parent(s)/LAR(s) and participants, as age appropriate, who are willing and able to comply with all scheduled visits and other study procedures.",YES,13
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSA, SSB, SSC, SSD, SSE-Participant did not meet inclusion criteria 3-Healthy participants who are determined by medical history, physical examination, and clinical judgment of the investigator to be eligible for inclusion in the study.",YES,1
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSB Participant did not meet inclusion criteria 1-Group 1 Male or female participants ≥6 months to <4 years 6 months of age, at the time of enrollment.",YES,1
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSB Participant did not meet inclusion criteria 1-Group 3 Male or female participants from Study C4591007 who are ≥6 months to <5 years of age, at the time of enrollment.",YES,2
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSB-Subject did not meet inclusion criteria 6- Group 1: Participants who have received 2 prior doses of BNT162b2 3 μg, with the last dose 60 to 150 days before enrollment.",YES,2
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSB-Subject did not meet inclusion criteria 6-Group 2: Participants who have received 3 prior doses of BNT162b2 3 μg, with the last dose 60 to 240 days before enrollment.",YES,2
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSC-Subject did not meet inclusion criteria 6-Participants who have received 3 prior doses of BNT162b2 3 μg, with the last dose 60 to 240 days before enrollment.",YES,1
C4591048,Vaccines,Ph III,1) Inc/Excl,"SSD Participant did not meet inclusion criteria 8-Group 2 Participants who have received 3 doses of BNT162b2 10 µg, with the last dose being 90 to 240 days before enrollment.",YES,1
C4591048,Vaccines,Ph III,10) Other,Participant confidentiality was compromised.,NO,223
C4591048,Vaccines,Ph III,10) Other,Site staff training missing/incomplete,NO,7
C4591048,Vaccines,Ph III,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,1
C4591048,Vaccines,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,NO,12
C4591048,Vaccines,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,NO,15
C4591048,Vaccines,Ph III,11) Informed Consent,"ICD was lost, copy available",NO,1
C4591048,Vaccines,Ph III,11) Informed Consent,Other,NO,570
C4591048,Vaccines,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,380
C4591048,Vaccines,Ph III,11) Informed Consent,"SSA, SSB, SSC, SSD, and SSE-Subject/LAR signed ICD for a substudy other than the substudy they were enrolled into, but gave verbal consent to participate in the correct substudy.",NO,2
C4591048,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,2
C4591048,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,3
C4591048,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,20
C4591048,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,3
C4591048,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,4
C4591048,Vaccines,Ph III,2) InvProd,"Administration error, incorrect container, but correct IP administered",NO,2
C4591048,Vaccines,Ph III,2) InvProd,"Dosing/administration error, subject did not receive correct dose of vaccine",YES,10
C4591048,Vaccines,Ph III,2) InvProd,IP administered in incorrect limb,NO,85
C4591048,Vaccines,Ph III,2) InvProd,IP administered prior to Almac authorizing it for use,NO,151
C4591048,Vaccines,Ph III,2) InvProd,IP administered that was deemed not suitable for use by Almac,YES,1
C4591048,Vaccines,Ph III,2) InvProd,IP documentation error,NO,37
C4591048,Vaccines,Ph III,2) InvProd,IP verification incomplete,NO,21
C4591048,Vaccines,Ph III,2) InvProd,Incorrect vaccine allocation/assigned to subject,YES,1
C4591048,Vaccines,Ph III,2) InvProd,Other IP deviation,NO,47
C4591048,Vaccines,Ph III,2) InvProd,Subject was vaccinated despite meeting temporary delay criterion - current febrile illness or other acute illness within 48 hrs before study intervention administration. Includes current symptoms that could represent a potential COVID-19 illness.,NO,16
C4591048,Vaccines,Ph III,2) InvProd,Subject was vaccinated despite meeting temporary delay criterion - receipt of seasonal or pandemic influenza vaccine or any other non-study vaccine within 14 days before study intervention administration.,YES,26
C4591048,Vaccines,Ph III,2) InvProd,Subject was vaccinated despite meeting temporary delay criterion - receiving seasonal or pandemic influenza vaccine within the previous 14 days or any other non-study vaccine within 28 days before IP administration,YES,1
C4591048,Vaccines,Ph III,2) InvProd,"Subject was vaccinated despite meeting temporary delay criterion - receiving short-term (<14 days) systemic corticosteroids, IP administration should be delayed until systemic corticosteroid use has been discontinued for at least 28 days.",YES,2
C4591048,Vaccines,Ph III,2) InvProd,Subject was vaccinated despite meeting temporary delay criterion: positive SARS-CoV-2 test result (NAAT or rapid antigen test) within 28 days before study intervention administration,YES,7
C4591048,Vaccines,Ph III,3) CCMeds,Receipt of any other nonstudy COVID-19 vaccine at any time during study participation.,YES,10
C4591048,Vaccines,Ph III,3) CCMeds,"Receipt of blood/plasma products, immunoglobulins, or monoclonal antibodies (except palivizumab), from 60 days before enrollment through conclusion of the study.",YES,2
C4591048,Vaccines,Ph III,3) CCMeds,Receipt of prophylactic antipyretics and other pain medication to prevent symptoms associated with study intervention administration.,NO,3
C4591048,Vaccines,Ph III,3) CCMeds,Subject received the season influenza vaccine or the pandemic influenza vaccine within 14 days prior to or 14 days after the administration of IP.,YES,9
C4591048,Vaccines,Ph III,3) CCMeds,Subject received vaccine other than study intervention (not medically necessary) within 14 days before and 14 days after study intervention.,YES,73
C4591048,Vaccines,Ph III,4) Lab,Expired/incorrect lab supplies used,NO,4
C4591048,Vaccines,Ph III,4) Lab,Lab performed out of window,NO,31
C4591048,Vaccines,Ph III,4) Lab,Nasal swab can't be analyzed due to incorrect shipping procedure,NO,8
C4591048,Vaccines,Ph III,4) Lab,Nasal swab collected where it is not required,NO,40
